Year,Grid,Location,Treatment,Week,Date,Date,Day 1,Day 2,Spp,Tag #,Status,Ear,Fate,Sex,Age,Wt. ,testes,vaginal,nipples,Lac,Pg,RE,LE,HD,RE,LE,HD,Botfly,NOTES:
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,A8,A8,PL,E7318,P,1,1,2,1,19,,2,1,,,1,4,1,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,A9,A9,PL,E7328,RT,2,1,1,1,27,2,,,,,3,2,4,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,D6,,PL,E7385,P,1,1,2,1,30,,1,2,1,,0,0,0,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,D4,,PL,E7329,N,1,2,1,3,14,1,,,,,1,3,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,D3,,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,G7,F6,PL,E7342,P,1,1,1,1,21,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,J10,,TS,E7330,RT,2,1,2,,87,,,1,,,0,0,0,0,0,0,2,right ear ripped
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,J8,,PL,E7331,N,1,2,2,2,17,,1,1,,,5,7,0,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,J8,J8,PL,E7371,D,1,3,1,1,20,2,,,,,4,2,0,0,0,0,,found dead outside trap on day 2 predated
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,L2,,sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,L3,L3,PL,E7373,P,1,1,2,1,28,,2,2,,1,3,1,0,0,0,0,,"possibly pregnant, botfly wound"
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,G7,PL,E7402,N,1,2,2,1,17,,1,1,,,7,5,3,0,0,0,,botfly wound
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,G10,PL,E7372,P,1,1,1,1,20,2,,,,,0,0,1,0,0,0,1,testes hard to see with botfly
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,J7,PL,E7401,N,1,2,2,1,16,,1,1,,,5,2,4,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,B2,,sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,B3,,PL,E7369,P,1,1,2,1,30,,2,1,,1,1,2,1,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,B4,D4,PL,E7406,N,1,2,1,1,17,1,,,,,9,2,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,B9,A10,PL,E5373,P,1,1,2,2,19,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,B9,B9,PL,E7340,P,2,1,1,1,21,2,,,,,1,2,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,E2,,TS,E7405,N,1,2,1,,87,1,,,,,0,0,0,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,E1,F3,PL,E5299,P,1,1,2,1,26,,1,1,,,1,0,1,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,H7,,PL,E5372,P,2,1,1,1,33,2,,,,,2,0,0,0,0,0,1,right ear ripped
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,H9,,PL,E7327,P,1,1,1,3,16,1,,,,,3,0,2,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,K8,,PL,E7311,P,1,1,1,1,22,2,,,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,K4,,PL,E7312/E7404,P/RT,"1,2",1,1,1,19,2,,,,,5,6,2,0,0,0,,"right ear ripped, left ear ripped"
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,K4,,PL,E7403,N,1,2,2,3,16,,1,1,,,1,2,0,0,0,1,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,K3,,PL,E7326,P,1,1,2,2,20,,1,1,,,10,2,2,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,H1,PL,E7370,P,1,1,1,1,24,2,,,,,8,4,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,K7,PL,,,,,,3,,,,,,,,,,,,,,escape
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,L1,PL,E7303,P,1,1,1,1,30,2,,,,,7,14,1,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,C2,C2,PL,E7313,P,1,1,1,1,26,1,,,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,C5,,PL,E7314,P,1,1,1,1,20,1,,,,,1,1,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,C6,,TS,,,,,,,,,,,,,,,,,,,,escape
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,F8,F8,PL,E5366,P,1,1,2,1,27,,1,2,1,,1,2,0,0,0,0,1,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,I1,J1,PL,E7315,P,1,1,1,1,23,1,,,,,2,2,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,I3,,SC,E4975/E7417,P/RT,"1,2",1,1,,644,1,,,,,,,,,,,,"previous right tag grown over with skin and unreadable, retag right ear from E5400?"
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,I4,,PL,E7407/E7415,P/RT,"1,2",1,1,1,20,1,,,,,1,6,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,I6,,SC,E5357/E5358,P,"1,2",1,1,,604,1,,,,,,,,,,,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,I6,,PL,E5392,P,1,1,2,1,35,,1,2,1,1,3,2,0,0,0,0,1,"right ear ripped, left ear ripped"
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,I10,,PL,E7343,P,1,1,2,1,18,,1,1,,,2,3,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,L9,L10,PL,E7416,N,1,2,2,1,29,,1,2,1,1,1,5,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,L8,,PL,E5362,P,1,1,1,1,27,1,,,,,2,3,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,L7,L7,PL,E7301,P,1,1,2,1,19,,1,2,,,3,3,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,I1,PL,E7413,N,1,2,2,1,26,,2,2,1,,0,4,0,0,0,0,,
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,I8,PL,,D,,,1,,,,,,,,,,,,,,,"anterior half eaten, no tag found"
2014,Henry Experimental,H,E,1211,September 23-24,2014/09/23,,L5,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,B6,A6,PL,E7409,P,1,1,1,1,27,2,,,,,1,1,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,B7,A7,PL,E7341,P,2,1,2,1,19,,1,2,,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,B9,B6,PL,E7340,P,2,1,1,1,22,2,,,,,2,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,B10,B10,PL,E7412,N,1,2,1,2,17,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,E10,,sorex,,D,,4,,,,,,,,,,,,,,,,potato not eaten
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,H3,I2,PL,E7315,P,1,1,1,1,23,2,,,,,1,1,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,J10,,BB,,D,,4,,,,,,,,,,,,,,,,potato eaten
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,K9,K10,PL,E7375,N,1,2,1,1,21,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,K8,,PL,E7321,N,1,2,1,1,17,2,,,,,3,0,0,0,0,0,1,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,K7,,PL,E7322,N,1,2,2,3,13,,1,1,,,0,1,0,0,0,0,,very little fur on belly
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,J6,J6,PL,E7323,N,1,2,2,3,13,,1,1,,,1,1,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,J6,J6,PL,E7324,N,1,2,1,1,19,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,B3,PL,E7446,N,1,2,1,2,18,1,,,,,5,6,0,0,0,1,1,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,K9,PL,E7439,P,1,1,2,1,25,,1,2,1,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,L1,PL,E7303,P,1,1,1,1,27,2,,,,,2,2,1,0,0,0,1,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,C3,,PL,E7313,P,1,1,1,1,27,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,C5,D5,TS,E5287,P,1,1,2,,100,,,2,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,C5,C6,PL,E7406,P,1,1,1,1,24,1,,,,,0,0,0,0,0,0,2,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,C6,C5,PL,E7441,N,1,2,2,1,23,,1,1,,,1,0,0,0,0,0,1,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,C7,,TS,E7442,RT,2,1,2,,96,,,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,C9,C8,PL,E7443,N,1,2,2,1,24,,1,2,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,I9,I9,PL,E7444,N,1,2,2,3,9,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,I10,,PL,E7372,P,1,1,1,1,21,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,L9,K8,PL,E7445,N,1,2,1,2,20,1,,,,,0,3,1,0,1,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,L8,,PL,E7301,P,1,1,2,1,22,,1,1,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,L5,,PL,E7326,P,1,1,2,1,24,,1,1,,,1,1,1,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,L10,PL,E7426,N,1,2,1,1,18,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,L2,PL,E7440,P,1,1,1,1,21,2,,,,,0,0,1,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A1,,TS,E7344,N,1,2,1,,68,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A3,B2,PL,E7345,N,1,2,2,2,21,,2,2,,,0,0,1,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A4,C6,TS,E5383,P,1,1,1,,104,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A4,,TS,E7346,N,1,2,1,,79,1,,,,,1,1,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A6,,PL,E7347,N,1,2,2,1,21,,1,2,,,3,4,2,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A7,,PL,E7348,N,1,2,1,1,15,1,,,,,6,5,5,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A9,B9,PL,E5373,P,1,1,2,1,18,,1,2,,,0,1,0,1,0,1,,hind leg missing (left or right?)
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A9,,PL,E7349,RT,2,1,2,1,21,,1,2,1,1,3,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,A10,A8,PL,E7328,P,2,1,1,1,26,2,,,,,2,1,0,1,0,0,,right ear ripped
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,G2,,BB,,D,,4,,,,,,,,,,,,,,,,potato eaten
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,J8,J8,PL,E7342,P,1,1,1,1,23,2,,,,,0,0,0,0,0,0,1,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,J7,H3,PL,E7407/E7415,P,"1,2",1,1,1,22,1,,,,,1,0,0,0,0,0,1,"right ear ripped, left ear ripped"
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,J7,I6,PL,E7350,N,1,2,2,1,21,,1,1,,,1,0,0,0,0,0,,scab on chin
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,L3,L3,PL,E7373,P,1,1,2,1,26,,1,2,1,,2,3,0,0,0,0,,
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,A3,BB,,A,,2,,,,,,,,,,,,,,,,"agonal, potato eaten"
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,D3,BB,,D,,4,,,,,,,,,,,,,,,,potato eaten
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,J10,TS,E7330,P,2,1,2,,88,,,1,,,0,0,0,0,0,0,1,right ear ripped
2014,Henry Experimental,H,E,1213,Oct 9-10,2014/10/09,,J8,PL,E7331,P,1,1,2,2,19,,1,1,,,0,1,0,0,0,0,1,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C1,B2,PL,E5381,RT,2,1,2,1,22,,1,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C2,,sorex,,D,,4,,,,,,,,,,,,,,,,potato not eaten
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C3,F4,PL,E7429,P,1,1,2,1,20,,1,2,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C6,,PL,E7441,P/D,1,3,2,1,,,1,1,,,,,,,,,1,"cold, died"
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C7,,BB,,D,,4,,,,,,,,,,,,,,,,potato eaten
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C8,,TS,E7442,P,2,1,2,,106,,,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C9,C9,PL,E5380,N,1,2,1,1,20,2,,,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,C10,,BB,,A,,2,,,,,,,,,,,,,,,,potato eaten
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,F10,F10,PL,E5379,N,1,2,1,1,22,2,,,,,1,3,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,F4,E3,PL,E5378,N,1,2,2,2,15,,1,1,,,2,1,0,1,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,F3,F1,PL,E5299,P,1,1,2,1,27,,1,2,1,,1,0,0,0,0,0,,"possibly pregnant, incorrectly written as E5229 day 1 in raw data"
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,I2,F4,PL,E5377,RT,2,1,2,1,23,,1,2,1,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,I2,H2,PL,E7370,P,1,1,1,1,25,2,,,,,0,0,0,1,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,I9,,sorex,,D,,4,,,,,,,,,,,,,,,,potato not eaten
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,L5,,PL,E7315,P/D,1,3,1,1,,2,,,,,,,,,,,,"cold, died"
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,L5,L4,PL,E5376,N,1,2,1,2,21,2,,,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,L4,,PL,E7326,P/D,,3,,,,,,,,,,,,,,,,"found outside of trap, partially eaten by raccoon"
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,L3,,PL,E7307,P,1,1,1,1,,2,,,,,,,,,,,,escape?
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,J7,I6,PL,E7407/E7415,P,"1,2",1,1,1,24,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,C2,TS,,N/D,,4,,,,,,,,,,,,,,,,"cold, died in rearing facility"
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,F10,PL,E7451,N,1,2,2,2,19,,1,1,,,0,0,1,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,F9,SC,E5357/E5358,P,"1,2",1,1,,630,2,,,,,,,,,,,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,F5,PL,E7452,N,1,2,1,2,17,2,,,,,2,2,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,I9,TS,E7453,N,1,2,1,,64,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,L10,PL,E7426,P,1,1,1,1,19,2,,,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,L9,PL,E7454,N,1,2,2,3,15,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,B2,B3,PL,E7325,N,1,2,1,3,14,1,,,,,2,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,B5,C6,PL,E7406,P,1,1,1,1,23,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,B6,B6,PL,E7461,N,1,2,2,1,21,,2,1,,,1,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,B8,A9,PL,E7328,P,2,1,1,1,31,2,,,,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,B10,B10,PL,E7462,N,1,2,1,1,21,1,,,,,0,3,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,E10,E9,PL,E7305,P,1,1,2,3,16,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,E9,,PL,E7329,P,1,1,1,1,21,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,E6,E7,PL,E7428,P,1,1,1,1,23,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,E5,E5,PL,E7463,N,1,2,2,2,18,,2,1,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,F1,,PL,E7464,N,1,2,1,1,23,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,H1,,PL,E7465,N,1,2,2,3,10,,1,1,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,H7,H6,PL,E7350,P,1,1,2,1,27,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,H7,H9,PL,E7402,P,1,1,2,1,24,,2,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,H9,,PL,E7372,P/D,,3,,,,,,,,,,,,,,,,frozen
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,K9,J8,PL,E7321,P,1,1,1,1,21,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,K7,,sorex,,D,,4,,,,,,,,,,,,,,,,potato not eaten
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,K3,,TS,,,,,,,,,,,,,,,,,,,,escape
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,K2,K2,PL,E7332,P,1,1,2,1,22,,1,1,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,K1,,PL,E7466,RT,2,1,1,1,24,2,,,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,J5,K7,PL,E7323,P,1,1,2,2,20,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,J6,J7,PL,E7322,P,1,1,2,2,19,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,J8,K7,PL,E7324,P,1,1,1,1,23,2,,,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,B5,PL,E7427,P,1,1,1,1,18,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,B5,PL,E7467,N,1,2,2,2,18,,1,1,,,0,4,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,C10,BB,,D,,4,,,,,,,,,,,,,,,,potato not eaten
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,H1,PL,E7468,N,1,2,2,3,9,,1,1,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,K5,PL,E7301,P,1,1,2,1,23,,1,2,1,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,K4,PL,E7303,P,1,1,1,1,28,2,,,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A2,C1,PL,E7313,P,1,1,1,1,25,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A5,,PL,E7449,N,1,2,1,3,14,1,,,,,0,1,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A6,,PL,E7409,P,1,1,1,1,24,2,,,,,1,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A6,,PL,E7447,N,1,2,1,1,20,1,,,,,1,2,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A7,C8,PL,E7341,P,2,1,2,1,21,,1,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A8,,PL,E7349,P,2,1,2,1,22,,1,2,1,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A9,,PL,E7448,N,1,2,2,1,25,,1,2,1,,2,1,4,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,A10,B9,PL,E5373,P,1,1,2,1,21,,1,2,1,,0,0,0,0,0,0,,missing hind leg (left or right?)
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,D10,E10,PL,E7450,N,1,2,1,1,17,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,D9,,PL,E7340,P,2,1,1,1,23,2,,,,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,D8,,PL,E7443,P,1,1,2,1,24,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,D4,C5,PL,E7476,N,1,2,2,2,18,,1,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,D1,C1,PL,E7477,N,1,2,1,1,20,1,,,,,0,0,0,0,0,,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,G2,J1,PL,E7413,P,1,1,2,1,25,,1,2,1,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,G6,C7,PL,E7478,N,1,2,1,2,16,1,,,,,3,1,1,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,G7,F6,PL,E7342,P,1,1,1,1,25,2,,,,,0,0,0,0,0,0,,2 botfly wounds
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,G10,,sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,J8,,sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,A4,BB,,A,,2,,,,,,,,,,,,,,,,"near death, cotton bloody"
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,A10,PL,E7479,RT,2,1,1,1,19,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,I10,PL,E7480,N,1,2,1,2,16,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1215,Oct. 23-24,2014/10/23,,J6,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,A8,F8,PL,E7592,N,1,2,1,3,14,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,A9,,PL,E7591,RT,1,1,1,1,28,2,,,,,0,0,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,A10,A10,PL,E7431,P,1,1,1,3,10,1,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,A10,A10,PL,E5373,P,1,1,2,1,21,,1,2,1,,0,0,0,0,0,0,,missing back leg
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,D9,D9,PL,E7340,P,2,1,1,1,23,2,,,,,0,0,0,0,0,0,,right ear ripped
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,D4,D4,PL,E7406,P,1,1,1,1,23,2,,,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,D3,,PL,E7456,P,1,1,1,3,17,1,,,,,0,0,0,0,0,0,,KMO thinks likely a subadult
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,D2,,TS,E7590,N,1,2,2,,75,,,1,,,0,0,0,0,0,0,,
2014,Henry Experimental,H,E,1217,Nov. 6-7,2014/11/06,G3,,SC,E7588/E7589,N,"1,2",2,2,,370,,,1,,,,,,,,,,sherman trap
