Year,Grid,Location,Treatment,Week,Date,Date,Day 1,Day 2,Spp,Tag #,Status,Ear,Fate,Sex,Age,Wt. ,testes,vaginal,nipples,Lac,Pg,RE,LE,HD,RE,LE,HD,Botfly,NOTES:
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,A3,TS,,P,,,,,,,,,,,,,,,,,,"escape; trapper wrote that tag may be E6007, but mouse already has that tag"
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,A4,PL,,D,,4,,,,,,,,,,,,,,,,part of skeleton in trap
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,A8,PL,E6164,N,1,2,2,1,22,,1,2,1,,0,0,0,0,0,0,, v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,K1,,TS,E6107,RT,2,1,1,,106,2,,,,,0,0,0,0,0,0,,"right ear ripped, left ear ripped, stub tail"
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,K2,,TS,E6128,P,1,1,1,,95,1,,,,,0,1,0,1,0,0,,tip of tail in trap
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,K5,K3,TS,E6135,P,1,1,2,,71,,,1,,,0,0,0,0,0,1,,tip of tail in trap
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,K7,K9,TS,E6085,P,1,1,2,,60,,,1,,,0,1,0,0,0,1,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,K11,,TS,E6108,N,1,2,1,,75,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,G11,G4,TS,E6012,P,1,1,2,,84,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,G10,,BB,,A,,2,,,,,,,,,,,,,,,,almost dead
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,G10,D5,PL,E5911,P,1,1,1,1,20,2,,,,,0,0,0,0,0,0,,left ear notched
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,G7,G7,PL,E5998,P,1,1,1,1,18,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,G6,I6,PL,E6063,P,1,1,2,1,12,,1,1,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,B1,B2,TS,E6065,P,1,1,1,,75,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,B5,F10,TS,E6076,RT,2,1,1,,76,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,K1,TS,E6120,P,1,1,1,,73,1,,,,,0,0,0,0,0,1,,dead nymph on left ear
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,K8,PL,E6077,N,1,2,2,1,19,,1,1,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,G8,TS,E3340,P,2,1,2,,94,,,2,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,G6,PL,E6175,N,1,2,1,2,18,2,,,,,0,4,0,0,0,1,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,G3,TS,E6009,P,1,1,1,,97,2,,,,,0,0,0,0,1,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,G1,TS,,,,,,,,,,,,,,,,,,,,escape
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I1,J2,TS,E6089,P,1,1,1,,74,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I3,,TS,E6007,P,2,1,2,,84,,,1,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I4,I4,PL,E6056/E6137,P,"1,2",1,2,1,20,,1,1,,,0,0,0,0,0,1,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I7,J7,TS,E5923,P,1,1,1,,62,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I8,K6,PL,E6088,P,1,1,1,1,23,2,,,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I11,J11,TS,E5950,N,1,2,1,,90,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,I11,H11,TS,E5949,P,1,1,1,,72,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,E1,B1,PL,E6099,P,1,1,2,1,29,,1,2,1,1,1,0,0,0,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,A1,K2,PL,E6122,P,1,1,1,1,19,2,,,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,A2,,TS,E6082,P,1,1,1,,86,2,,,,,1,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,A6,A6,TS,E6026,N,1,2,2,,68,,,1,,,0,0,2,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,A8,A8,PL,E6117,P,1,1,1,1,27,2,,,,,1,0,0,1,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,A9,A11,PL,E6118,P,1,1,2,1,22,,1,1,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,B11,A10,TS,E6116,P,1,1,1,,74,1,,,,,2,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,B8,,TS,E6101,P,1,1,1,,70,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,B6,A2,PL,E6070,P,2,1,1,1,21,2,,,,,0,1,0,0,0,0,,"right ear ripped; v, used to be E6070/E6111"
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,I1,PL,E5972,P,1,1,1,1,32,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,I4,TS,E6016,P,1,1,1,,100,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,I9,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,B10,TS,E6105,P,1,1,2,,72,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,J8,I8,TS,E6079,P,1,1,1,,73,1,,,,,3,1,0,1,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,J8,K4,TS,E6087,P,1,1,2,,75,,,1,,,0,0,1,0,0,1,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,J11,E10,PL,E6091,P,1,1,2,1,20,,1,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,F1,F3,PL,E6054,P,1,1,2,2,17,,2,1,,,0,0,0,0,0,0,,left ear ripped
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,F3,E5,PL,E6059,P,1,1,1,1,20,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,F6,D4,PL,E6113,P,1,1,2,1,17,,2,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,C8,A9,PL,E6115,P,2,1,1,1,22,2,,,,,0,1,0,0,1,1,,used to be E6115/E6131
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,J9,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,F2,TS,E6136,P,1,1,2,,60,,,1,,,1,0,1,0,0,0,,
2014,Green Experimental,G,E,1200,July 8-9,2014/07/08,,B4,PL,E6139,N,1,2,1,1,19,2,,,,,0,2,2,0,0,0,,hole punched out of left ear
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,K2,K3,TS,E6135,P,1,1,2,,72,,,1,,,0,0,0,0,0,0,1,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,K2,K2,TS,E6120,P,1,1,1,,76,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,K5,,PL,E6112,P,1,1,1,1,20,2,,,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,G5,H4,TS,E6061,P,1,1,1,,82,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,G7,,TS,E3340,P,2,1,2,,96,,,2,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,G8,B9,PL,E6018/E6115,P/RT,"1,2",1,1,1,23,2,,,,,1,0,0,0,0,0,,"right ear ripped, v, E6115 fell off on second day"
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,C5,A6,PL,E6019,RT,1,1,1,1,22,2,,,,,1,0,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,C1,C1,PL,E6099,P,1,1,2,1,28,,2,1,,1,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A6,A9,TS,E6026,P,1,1,2,,34,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,H11,,TS,E5949,P,1,1,1,,,1,,,,,0,0,0,0,0,0,,escape before weight recorded
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,I11,I11,PL,E5911,P,1,1,1,1,24,2,,,,,1,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,J10,H10,PL,E6091,P,1,1,2,1,23,,1,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,K11,,TS,E6138,P,1,1,1,,81,1,,,,,0,1,0,0,0,1,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,D11,,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,D6,D5,TS,E6102,P,1,1,1,,87,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,D6,G8,TS,E6142,RT,2,1,1,,75,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,D4,E4,PL,E6113,P,1,1,2,1,16,,2,1,,,0,0,0,0,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,D2,A3,PL,E6143,N,1,2,2,3,12,,1,1,,,0,1,0,0,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,D1,,TS,E6072,P,1,1,1,,84,1,,,,,0,0,0,0,0,0,,stub tail
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,,A10,TS,E6028,N,1,2,2,,80,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,I1,J1,PL,E6137,P,2,1,2,1,21,,1,1,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,I3,,TS,E6007,P,2,1,2,,89,,,1,,,,0,0,,0,0,,right ear missing
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,J8,I8,TS,E6079,P,1,1,1,,67,1,,,,,0,0,0,0,0,1,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,K7,,TS,E6087,P,1,1,2,,75,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,E2,F2,PL,E6054,P,1,1,2,2,18,,1,1,,,0,0,0,1,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,E2,D2,TS,E6136,P,1,1,2,,62,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,E1,G1,TS,E6109,P,1,1,2,,81,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A1,,TS,E6065,P,1,1,1,,78,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A2,E1,PL,E6122,P,1,1,1,1,20,2,,,,,2,2,0,0,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A3,B4,PL,E6139,P,1,1,1,1,19,2,,,,,0,3,0,0,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A5,A5,PL,E6174,N,1,2,2,3,15,,1,1,,,0,1,0,0,0,0,,v
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A5,A6,TS,E6017,P,1,1,1,,74,1,,,,,1,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,A11,A11,TS,E6116,P,1,1,1,,72,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,J1,J2,TS,E6089,P,1,1,1,,78,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,J6,I7,TS,E5923,P,1,1,1,,62,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,J7,K5,PL,E6088,P,1,1,1,1,24,2,,,,,0,1,0,0,0,0,,left ear notched
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,J11,,TS,E5950,P,1,1,1,,86,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,K11,,TS,E6108,P,1,1,1,,72,1,,,,,0,0,0,1,0,0,2,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,F10,,TS,E6078,P,1,1,1,,86,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,F8,H8,PL,E6063,P,1,1,2,1,16,,1,2,,,7,2,0,0,0,2,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,F5,G5,PL,E6059,P,1,1,1,1,24,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,F2,H2,PL,E5945,P,1,1,1,1,27,2,,,,,0,1,0,0,0,0,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,B1,,Sorex,,D,,4,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,B7,,TS,E6027,RT,1,1,1,,96,2,,,,,0,0,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,B11,C10,TS,E6105,P,1,1,2,,80,,,1,,,0,0,0,0,0,1,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,B11,B11,PL,E6118,P,1,1,2,1,22,,2,2,,,1,0,0,0,0,0,,"v, bloody vagina"
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,,F9,SC,E2899/E2900,P,"1,2",1,2,,600,,,2,,,,,,,,,,
2014,Green Experimental,G,E,1202,July 22-23,2014/07/22,,B8,TS,E6101,P,1,1,1,,72,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,K2,K2,TS,E6135,P,1,1,2,,76,,,1,,,2,1,0,1,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,K5,J3,PL,E6163,N,1,2,1,1,28,2,,,,,8,3,0,0,1,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,K9,,PL,E6162,N,1,2,2,1,20,,1,1,,,0,3,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,K11,K10,TS,E6108,P,1,1,1,,78,2,,,,,2,3,0,2,0,0,2,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,H11,H11,TS,E5949,P,1,1,1,,82,2,,,,,1,1,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,E4,E7,PL,E6059,P,1,1,1,1,25,2,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,E6,F6,PL,E6113,P,1,1,2,1,,,1,1,,,0,2,0,0,0,0,,escaped without weight
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,D5,D4,PL,E6143,P,1,1,2,2,18,,1,1,,,0,1,1,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,D1,B1,PL,E6099,P,1,1,2,1,28,,1,2,1,1,2,0,1,0,1,0,,missing small part of ear
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,D1,,PL,E6161,N,1,2,1,1,27,2,,,,,6,11,4,1,1,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,B1,D2,PL,E6122,P,1,1,1,1,21,2,,,,,5,1,2,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,B2,B1,PL,E6160,N,1,2,2,2,16,,1,1,,,1,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,K5,PL,E6159,N,1,2,1,2,11,2,,,,,2,5,1,0,0,0,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,K7,PL,E6154,RT,2,1,2,1,,,1,1,,1,3,3,1,0,0,0,,"old tag was E6077, no weight taken"
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,K9,TS,E6085,P,1,1,2,,62,,,1,,,0,2,0,1,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,K10,TS,E6012,P,1,1,2,,92,,,1,,,0,0,0,1,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,E6,PL,E6157,N,1,2,2,2,12,,1,1,,,4,4,1,0,0,0,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,J2,K1,TS,E6089,P,1,1,1,,80,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,J3,K5,PL,E6137,P,2,1,2,1,23,,1,1,,,1,3,1,0,0,0,,"right ear ripped, left ear ripped"
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,J9,H8,TS,E6079,P,1,1,1,,75,1,,,,,2,4,1,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,J11,K11,TS,E5950,P,1,1,1,,85,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,I11,G10,PL,E6091,P,1,1,2,1,28,,1,2,,1,8,5,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,G4,I5,TS,E6061,P,1,1,1,,86,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,E1,,TS,E6072,P,1,1,1,,88,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,E2,D1,PL,E5945,P,1,1,1,1,26,2,,,,,15,6,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,I11,PL,E6173,N,1,2,1,1,25,2,,,,,8,4,9,0,0,0,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,G1,TS,E6109,P,1,1,2,,83,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,I1,J1,TS,E6119,P,1,1,1,,72,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,I3,,TS,E6007,P,2,1,2,,94,,,2,,,,0,0,,0,0,,no right ear
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,I6,J7,TS,E5923,P,1,1,1,,65,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,I9,I8,PL,E5911,P,1,1,1,1,25,2,,,,,23,2,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,I10,I10,PL,E6088,P,1,1,1,1,21,2,,,,,6,2,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,F8,,PL,E6063,P,1,1,2,1,17,,1,1,,,6,6,1,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,F7,G7,TS,E6142,P,2,1,1,,76,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,F2,F2,PL,E6054,P,1,1,2,2,18,,1,1,,,2,0,0,0,1,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,C11,,PL,E6125,N,1,2,1,1,18,2,,,,,13,5,0,0,0,0,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,B11,C11,PL,E6018,P,1,1,1,1,23,2,,,,,12,18,1,0,0,0,,"right ear ripped, left ear ripped, used to be E6018/E6115"
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,B7,A6,TS,E6017,P,1,1,1,,75,1,,,,,3,4,2,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,B4,A7,PL,E6019,P,1,1,1,1,23,2,,,,,6,0,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,F10,TS,E6078,P,1,1,1,,90,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,C6,TS,E6076,P,2,1,1,,81,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,A5,PL,E6174,P,1,1,2,2,18,,1,1,,,5,2,0,0,0,0,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,A6,,TS,E6027,P,1,1,1,,95,2,,,,,0,0,0,0,0,0,,"right ear ripped, left ear ripped"
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,A7,,TS,,P,1,1,,,,,,,,,,,,,,,,escape
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,A8,A8,PL,E6117,P,1,1,1,1,19,2,,,,,2,19,8,0,1,4,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,A8,,TS,E6101,P,1,1,1,,79,1,,,,,1,1,0,0,0,0,,end of tail caught in trap
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,A10,,PL,E6164,P,1,1,2,1,24,,1,2,1,,5,3,0,0,0,0,,v
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,A11,A11,TS,E6028,P,1,1,2,,79,,,1,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,D11,TS,E6105,P,1,1,2,,80,,,1,,,1,0,0,0,0,0,,
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,A11,PL,E6124,N,1,2,2,3,12,,1,1,,,1,0,0,0,0,0,,"neck bleeding from small wound, v"
2014,Green Experimental,G,E,1204,August 5-6,2014/08/05,,A10,TS,E6026,P,1,1,2,,74,,,1,,,1,0,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,K2,K2,TS,E6120,P,1,1,1,,94,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,K3,I5,PL,E6137,P,2,1,2,1,28,,2,2,1,1,4,3,1,0,0,0,,"right ear notched, left ear ripped"
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,K5,,BB,,D,,4,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,K7,K2,TS,E6135,P,1,1,2,,,,,1,,,0,0,0,0,0,0,,escaped before weight recorded twice!
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,H9,D9,PL,E6091,P,1,1,2,1,24,,2,2,,,3,0,1,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,H6,H9,PL,E6063,P,1,1,2,1,18,,2,2,,,2,3,2,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,E1,B1,PL,E6099,P,1,1,2,1,27,,2,2,1,1,1,5,2,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,E7,,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,E8,,PL,E6157,P,1,1,2,1,13,,2,1,,,3,4,0,0,0,0,,v
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,B11,D11,TS,E6116,P,1,1,1,,86,1,,,,,0,0,0,0,0,0,,wt recorded as 186 but must be 86g
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,B11,,TS,,P,1,1,,,,,,,,,,,,,,,,escape
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,B4,B4,PL,E6143,P,1,1,2,1,18,,2,1,,,5,3,0,1,0,0,,v
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,B3,D1,PL,E6122,P,1,1,1,1,21,2,,,,,7,8,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,B1,B2,PL,E6160,P,1,1,2,1,18,,2,1,,,2,1,2,0,0,0,,v
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,K7,BB,,A,,2,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,K10,PL,E6201,N,1,2,1,1,30,2,,,,,23,16,1,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,H11,TS,E5949,P,1,1,1,,80,,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,E1,TS,E6109,P,1,1,,,,,,,,,,,,,,,,escape
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,A8,PL,E6202,N,1,2,1,1,23,2,,,,,13,7,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,I3,,MF,,A,,2,,,,,,,,,,,,,,,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,I5/G4,G6,TS,E6061,P,1,1,1,,83,1,,,,,0,0,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,I5,K5,PL,E6163,P,1,1,1,1,26,2,,,,,8,1,0,0,0,0,,v
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,I3,,TS,E6007,P/D,2,3,,,,,,,,,,,,,,,,eaten by weasel
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,I6,H6,TS,E5923,P,1,1,1,,72,1,,,,,2,1,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,F9,,SC,E2899/E2900,P,"1,2",1,2,,680,,,2,1,,,,,,,,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,F6,F5,PL,E6113,P,1,1,2,1,26,,2,2,1,1,2,2,1,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,F5,E7,PL,E6059,P,1,1,1,1,25,2,,,,,9,4,3,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,F2,F2,PL,E5945,P,1,1,1,1,27,2,,,,,9,5,1,0,0,0,,taken to rearing facility
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,F2,E2,PL,E6054,P,1,1,2,2,21,,2,2,1,,3,0,0,0,0,0,,
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,C5,,TS,E6076,P,2,1,1,,80,1,,,,,0,0,0,0,0,0,,right ear ripped
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,I1,PL,E5972,P,1,1,1,1,31,2,,,,,0,4,0,0,0,0,,v
2014,Green Experimental,G,E,1206,Aug 18-19,2014/08/18,,F3,SC,E6020/E6021,N,"1,2",2,2,,680,,,2,1,,,,,,,,,
